is_spam,sms,Predicted_Labels
0,wonder my world th you th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship god morn dear,ham
0,tonight yeah id,ham
0,what eat fo lunch senor,ham
0,he said right gigl saw u again you would posibl first persondi nvq think much could for,ham
0,no break time one how i come n get stuf fr ì,ham
1,repli win å wekli what profesion sport tiger wod play send stop end servic,spam
0,im i se you cant se mayb rebot ym i sen buz,ham
0,do stil grinder,ham
1,no polyphon tone ur mob everi wek just txt pt st tone fre get txtin tel ur friend ptone repli hl info,spam
0,love decis fele if could decid love then life would much simple le magic,ham
1,hot live fantasi cal just p per min nt ltd po box croydon cr wb nation rate cal,spam
0,ki didt se youkwher now,ham
0,so im list buyer,ham
0,no idea i gue wel work hour were supos leav sinc usual nobodi interest figur shit last second,ham
0,m entir sure understod text hey ho which wekend,ham
0,they releas vday shirt u put make botom half nake instead white underwear,ham
0,don knowh watch film comput,ham
0,no b thursday,ham
0,oh phone phone disconect,ham
0,id onluy mat gete ofcampu,ham
1,thi mesag fre welcom new improv sex doge club to unsubscrib servic repli stop msgsp onli,spam
0,excel il se riley plan,ham
0,i se half hour,ham
1,youv tkt euro cup final å cash colect cal b pobox pm,spam
0,ew one them,ham
0,also hi wesley howv,ham
0,ah se you lingo i let know wot earth finish make it,ham
1,loan purpos å å homeown tenant welcom have previous refus we stil help cal fre text back help,spam
1,updatenow mth half price orang line rental minscal mobileupd caloptoutjq,ham
0,imagin life without me se how fast u search medont wori lm alway to disturb u godnon,ham
0,hm god morn headach anyon,ham
0,yeah prob last night obvious catch you speak son,ham
1,fre unlimit hardcor porn direct mobil txt porn get fre ace hr chrgdp per day txt stop exit thi msg fre,spam
0,i might go sch yar e salon v bore,ham
0,ltgt min stop somewher first,ham
0,ltgt fast aproach so wish u hapi new year hapi sankranti hapi republ day hapi valentin day hapi shivratri hapi ugadi hapi fol day hapi may day hapi independ day hapi friendshipmotherfatherteacherschildren day amp hapi birthday u hapi ganesh festiv hapi dasara hapi diwali hapi christma ltgt god morn afternon even night rememberi am first wish u al theseyour raj,ham
0,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn grete,ham
0,i get second half mesag,ham
0,wat time u wan met late,ham
0,i thank much selflesn i love plenti,ham
0,am film il cal late,ham
0,how dare chang ring,ham
0,you bad girl or ladi,ham
0,i love ya tri budget money beter babe gari would freak knew,ham
0,what part dont initi understand,ham
0,i finish lunch alreadi u wake alreadi,ham
0,you stil game,ham
0,you got talent wast,ham
0,what record one night,ham
0,also sir sent email log usc payment portal il send anoth mesag explain thing back home have great wekend,ham
0,gona let know co come bak holiday day come dontgettext number,ham
0,jokin lar depend phone father get lor,ham
0,aight leme know what,ham
0,get readi ltgt inch pleasur,ham
0,rajipl favour pl convey birthday wish nimya pl today birthday,ham
0,ok i fel like john lenon,ham
0,co daren say ì consid mah ask ì,ham
0,you bother trust answer pl,ham
0,wish famili meri x ma hapi new year advanc,ham
0,one day crab rune sea shoreth wave came n clear fotprint crab crab ask frnd r u clear beauti fotprint wave repli a fox folow ur fotprint catch you that clear of frndship never let u dwn gud nyt,ham
0,aight time want come up,ham
0,slave where must i sumon time dont wish come anymor,ham
0,your bil å that bad,ham
0,let know chang next hr it even apendix age rang howev impos so chil let know hr,ham
0,helo yeah ive got bath ned hair il come im done yeah,ham
0,so how weather there,ham
0,ok not much though hm friday cant wait duno wot hel im gona anoth wek becom slob oh wait alreadi done that,ham
0,die now e tot fring again,ham
0,lol know awesom phone i could click delet right i want,ham
0,ok,ham
0,awesom question cute answer someon ask boy how ur life he smile amp answer she fine gudnit,ham
0,pleas leav topicsori tele that,ham
0,pl send corect name da,ham
0,what hapen yo date,ham
1,eastend tv quiz what flower dot compar to d violet e tulip f lili txt d e f now chanc win å cash wkentp,spam
0,webpag avail,ham
0,just woke up yesh late but i fal aslep til ltgt,ham
1,you unsubscrib servic get ton sexi babe hunk straight phone go no subscript,ham
0,dear al know ltgt th ltgt th birthday love gopaletan we plane give smal gift day those like particip welcom pleas contact admin team detail,ham
0,kfrom tomorow onward start ah,ham
0,what u talk bout earli morn it almost non at,ham
0,fine do rememb me,ham
1,hi babe jordan r u im home abroad lone text back u wana chat xsp visionsmscom text stop stopcost p,ham
0,ok how mani buy,ham
0,sound god kep post,ham
1,get brand new mobil phone agent the mob plu load godi for info text mat,spam
0,ok so april cant wait,ham
0,boy best get yo as quick,ham
0,ay wana met satì wkg sat,ham
0,im wait til bu pick me,ham
0,apart one told yesterday,ham
0,ok lor but buy wat,ham
0,somebodi go andro steal ice,ham
0,don know i didt msg recent,ham
0,take us shope mark distract isaiahd,ham
0,mum hope great day hope text met wel ful life have great day abiola,ham
0,there sens fot peni,ham
0,okay thought expert,ham
0,dep sigh i mi i reali surpris gone net cafe yet get dont mi me,ham
0,si thinl role like sachinjust stand other hit,ham
0,have great trip india and bring light everyon project everyon lucki se smile bye abiola,ham
0,and importantli discu u onli,ham
0,khow train proce,ham
0,ok lor i ned go toa payoh return smth u wan send wat,ham
0,in da car park,ham
0,i wish i you hold tightli make se import are how much mean how much i ned in life,ham
0,so ask how anthoni dad and bf,ham
0,wnevr wana fal luv vth bok my bed fal luv vth me yen madodu nav pretsorginta namana pretsovru import alwa gud eveb,ham
0,what todaysundaysunday holidayso work,ham
0,am go take bath il place key window,ham
1,lord of the ringsreturn of the king store nowrepli lotr june chanc win lotr soundtrack cd stdtxtrate repli stop end txt,spam
0,dear take care i reach homelov u lot,ham
0,stafsciencenusedusgphyhcmkteachingpc,ham
0,have emigr someth ok mayb bit hope,ham
0,olol print forum post guy exact prob fix gpu replac hopefuli dont ignor that,ham
0,we walk mom right stagwod pa right winterston left victor hil adr ltgt,ham
0,yo jp hungri like mofo,ham
0,thi crepi crazi me,ham
0,ok i din get ur msg,ham
0,tesypl favor pl convey birthday wish nimyapl dnt forget it today birthday shija,ham
0,pathaya enketa maraikara pa,ham
0,even friend priest cal,ham
0,u lousi run alreadi come back half dead he,ham
0,that said bad dat e gal know u wat u now,ham
0,or remind hr,ham
0,i hope would send mesag my rent due dont enough it my reserv complet gone it loan ned hope could her the balanc ltgt is way could get you til mid march hope pay back,ham
0,hi hapi new year i dont mean intrud pl let know much tuition paid last semest much semest is thank,ham
0,helo hun ru it way im god ben date guy met walkabout far we met son how everyon els,ham
0,lol i gona last month i cash i left ltgt case i colect wek caus anounc blog,ham
1,god luck draw take place th feb god luck for remov send stop custom servic,ham
0,short but cute be god person,ham
0,just decid yet eh,ham
0,wat time liao stil got,ham
0,ye watch foti wori were go blow phil nevil,ham
0,i wait ì insid da car park,ham
0,uncl abey hapi new year abiola,ham
0,now fre cal pa,spam
0,r u say order sliper co pay return it,ham
0,stop know wel,ham
0,god even roger how you,ham
0,smal problem auctionpunj ask tiwari,ham
1,fre entri wekli comp chanc win ipod txt pod get entri std txt rate tc apli detail,spam
0,he tele tel one if treat hi hi hi,ham
0,my uncl atlanta wish guy great semest,ham
1,st wk fre gr tone str u wk txt nokia on clasic nokia tone hit on poli nokiap polyp,spam
0,u come pick me,ham
0,that col like photo you sexi,ham
0,would u fuckin believ didnt know thur pre boke cancel again ned b sack,ham
0,haha beter late ever way i could swing by,ham
0,ok but finish,ham
1,lokatm thank purchas video clip lokatm charg p think beter whi send video msto,ham
0,ive bare b q store lifethi twat orang dunger came ask i want deck so i got first punch in,ham
0,so mesag had fod,ham
0,ok go slep hope met her,ham
0,wat make peopl dear de hapin dat u fel u met de pain u fel u mi dem,ham
0,can let know detail fri u find co im tom fri mention chines thank,ham
0,your right i i think,ham
0,wat r u now,ham
0,is ur lectur over,ham
1,sexi sexi cum text im wet warm readi porn u fun thi msg is fre recd msg p inc vat cancel text stop,spam
0,custom place cal,ham
0,not plane yet go join compani jan onlydon know hapen that,ham
0,boy i love u grl hogolo boy gold chain kodstini grl agala boy necklac madstini grl agala boy hogli mutai eruli kodthini grl i love u kano,ham
0,haha i heard that text around,ham
0,il get tomorow send,ham
0,shit babe thasa bit mese upyeh,ham
0,oh that late wel god night give u cal tomorow iam go go slep night night,ham
0,cher u tex mecaus u werebor yeah okden huni r uin wk satsoundåõ likeyour havin grfun j kep updat countinlot of lovem x,ham
0,sori mete il cal late,ham
0,yo howz u girl never rang india l,ham
0,yeah wors,ham
1,hard live chat pmin chose girl conect live cal now cheap chat uk big live servic vu bcmwcnx,spam
0,i tage my friend seme count your friend,ham
1,not heard u while cal rude chat privat line cum wan c pic getin shage text pix end send stop sam x,spam
0,ok,ham
0,long time you rememb today,ham
0,havent shope lor juz ariv,ham
0,thank u it beter work out caus i wil fel use otherwis,ham
0,are chaleng i know,ham
0,how much ur hd case cost,ham
0,mysteri solv just open email he sent anoth batch isnt sweti,ham
0,i cant describ lucki im actuali awak non,ham
1,thi nd time tri contact u u å prize claim cal b tcstop sm pm,spam
0,today sori day if ever angri you ever misbehav hurt you plz plz just slap urself bcoz it ur fault im basicali god,ham
0,cher card is time year alreadi,ham
1,hot live fantasi cal just p per min nt ltd po box croydon cr wb k,spam
0,when peopl se msg they think iam adict msging they wrong bcoz they dont know iam adict swet friend bslvyl,ham
0,ugh hopefuli asu pl dont randomli reformat,ham
0,havent sen facebok huh lol,ham
0,mah b il pick tomorow,ham
0,stil otsid leu come morow maga,ham
0,do u stil plumber tape wrench could borow,ham
1,dear voucher holder to claim wek ofer pc pleas go tsc apli,spam
0,it vl bcum dificult,ham
1,ur go bahama calfrefon speak live oper claim either bahama cruis ofå cash onli to opt txt x,spam
0,havent stil waitin usual ìï come back sch oredi,ham
0,in mete da i cal,ham
0,k k watch film,ham
0,doe cinema plu drink apeal tomo is fr thriler director like mac,ham
0,there size eleph tablet u shove um ur as,ham
0,so mani peopl sem special first sight but remain special til last sight maintain til life end take cr da,ham
0,my parent my kidz my friend n my coleagu al scream surpris i wait sofa nake,ham
0,duno juz askin co got card got salon cale hair sens tot da one ì cut ur hair,ham
0,god morn poki pie lol hope i wake u,ham
0,mayb if you woke up befor fuck thi wouldnt be a problem,ham
0,hapi birthday youdearwith lot loverakhesh nri,ham
0,howz person stori,ham
1,thi nd time tri contact u u pound prize claim easi cal now onli p per min btnationalr,spam
0,x ltgt are go get,ham
0,hi neva wori bout da truth coz truth lead ur heart itåõ least uniqu person like u deserv slep tight morn,ham
1,ur award citi break could win å sumer shope spre everi wk txt store skilgmetscswinawkageå perwksub,spam
0,is ur paper today e morn aft,ham
0,i lick everi drop readi use mouth wel,ham
0,and you wil expect whenev text hope goe wel tomo,ham
0,great p didi neighbor come tothpast everi morn,ham
0,i av new number wil u use oneta,ham
0,so poke man everyday teach canada abi how you just say hi,ham
0,lor chang suntec wat time u come,ham
0,no deam se onlin shop ask,ham
0,just curiou cuz ask i,ham
0,nicenicehow work,ham
0,okay lor wah like def wont let us go haha what say term condit,ham
0,haha yup hopefuli lose kg mon hip hop go orchard weigh,ham
0,she god how you where r u work,ham
0,oh ye ive litl weather ive kind cocon home,ham
0,at home also,ham
0,thi phone weird auto corect,ham
0,op phone die i even know yeah i like beter,ham
0,havent mu ask u st wat of met lunch den u n met alreadi lor or u wan go ask da ge st confirm w asap,ham
0,she said u mind i go bedrom minut ok i sed sexi mod she came minut latr wid caken my wife,ham
0,oh yeahand hav a great time in newquaysend me a postcard lok after al the girl while im goneu know the im talkin boutx,ham
0,we got divorc lol she,ham
0,what ur pin,ham
0,babe got enough money pick bread milk and il give back get home,ham
0,i want snow it freze windi,ham
1,urgent we tri contact u today draw show å prize guarant cal land line claim y valid hr,spam
0,come mahal bu stop ltdecimalgt,ham
0,don knowthi wek im go tirunelvai da,ham
0,me babi i promis treat wel i bet take god care me,ham
0,it like hotel dusk game think you solv puzl area thing,ham
1,thank rington order refer number x your mobil charg should tone ariv pleas cal custom servic,spam
0,hi love how goe day fuck morn i woke drope cel way stair sem alright phew i mi,ham
0,wel must pain catch,ham
0,sori da thangamit mistak,ham
0,i ned coz never go,ham
0,rose redr blodblod heartheart u but u me send ti ur friend includ me if u like me if u get back u r por relat u ned suport u r frnd mani some luv u some pray god mari u tri it,ham
0,wifehow knew time murder exactli,ham
1,six chanc win cash from pound txt csh send cost pday day tsandc apli repli hl info,spam
1,ur cashbal curent pound maxim ur cashin send colect pmsg c po box tcrw,spam
0,i fel like dick i kep slepe text facebok mesag sup town,ham
0,no plm come da on way,ham
0,gue want alon time we could show watch do,ham
0,height recycl read twice peopl spend time earn money money spent spend time god morn kep smile,ham
0,yup ì comin,ham
0,ye princ toledo,ham
0,aight text back mu il swing by ned somebodi get dor,ham
0,ron say fri leh n said ding tai feng cant make reserv but said wait lor,ham
0,god no swimsuit alow,ham
0,am okay wil son over al best,ham
0,a cute thought friendship it necesari share everi secret ur close frnd,ham
0,ok ive sent u da late version da project,ham
0,god morn dear have great amp suces day,ham
0,pl acept one day or bege chang number,ham
0,squez thi christma hug if u lik frndshp den hug back if u get u r cute u r luvd u r lucki none peopl hate u,ham
0,it ok anybodi ask abt me u tel themp,ham
0,funi fact nobodi teach volcano erupt tsunami aris hurican sway aroundn teach hw chose wife natur disast hapen,ham
0,you gona ring wekend wot,ham
0,also track light find,ham
0,sori i cant help thi,ham
0,babe i ned advic,ham
0,i û l leav around four ok,ham
0,come medic coleg pm forward da,ham
0,kit godwhen go,ham
0,i make lasagna you vodka,ham
0,hi it kate can u give me a ring asap x,ham
0,who peopl were tour i thought sofa thing sent your curiou sugar,ham
0,no told go got drunk,ham
0,he fuck chicken out he mesag would late would buz i hear word,ham
1,congratul thank god friend u won å xma prize claim easi cal now onli p per minut btnationalr,spam
0,im alway loke excus citi,ham
0,yup im stil cofe wif fren my fren drove shel give lift,ham
0,o shore takin bu,ham
0,so u gona get deu ex,ham
0,i send email do mind ltgt time per night,ham
1,do want new nokia i colour phone deliveredtomorow with fre minut mobil fre text fre camcord repli cal,spam
0,tap spile seven is pub ga st broad st canal ok,ham
0,ok come n pick u engin,ham
0,which never want tel thi which im short onedg late,ham
0,raviyog peripher bhayandar east,ham
0,k actuali guy met sunoco howard it right way,ham
1,you new voicemail pleas cal,spam
0,mon come color dream star make music sm give warm peac slep god night,ham
0,just finish eat got u plate not leftov time,ham
0,thanx lot,ham
0,huri home u big but hang last caler u to fod done im starv dont ask i coke,ham
0,lol right what diet everyday i cheat anyway im meant fati,ham
0,it great day do beauti one,ham
0,what hapen interview,ham
0,solv case a man wa found murder on ltdecimalgt ltgt afternon hi wife cale polic polic question everyon wife siri slepe murder tok place cok i coke garden i pick veget housemaid i went post ofic children we went play neighbour we went mariag polic arest murder imedi who it repli with reason if u r briliant,ham
0,badrith chenai sure pick usno competit him,ham
0,i tot group mate lucki havent repli wat time ì ned leav,ham
0,hey around ive got enough half ten i owe,ham
0,hey tmr mayb met yck,ham
0,alrit sam it nic just checkin that thi is ur numberso is itb,ham
0,they make easi pay back i ltgt yr say pay back early you get,ham
0,not wori im sure get it,ham
0,the ga station like block away hous drive right sinc armenia end swan take howard,ham
1,someon u know ask date servic contact you cant gue who cal now reveal pobox lshb p,spam
1,camera you award sipix digit camera cal from landlin deliveri within day,spam
0,my tuition hm go one do mind,ham
0,im smoke peopl use wyli smoke much justifi ruin shit,ham
0,dear god morn fele dear,ham
0,a litl med say take everi hour it pain back so i tok anoth hope i die,ham
0,beauti tomorow never come when come alreadi today in hunt beauti tomorow wast wonder today godmorn,ham
0,duno lei ì decid lor how abt leona op tot ben go n msg him,ham
0,hi there we move in pub would great c u u cud come up,ham
1,today voda number end select receiv award if hava match pleas cal quot claim code standard rate ap,spam
1,thi mesag fre welcom new improv sex doge club to unsubscrib servic repli stop msgsp,spam
0,honeyb said im swetest world god laugh amp said waitu havnt met person read thi msg moral even god can crack joke gmgngegn,ham
0,just ever easy,ham
1,rct thnq adrian u text rgd vatian,ham
0,stop cale everyon say i might cancer my throat hurt talk i cant answer everyon cal if i get one cal im babysit monday,ham
0,itl tough il i,ham
0,im gonamisu so muchi would say il send u a postcard buther abouta much chanc of merememberin asther is ofsi not breakin hi contract luv yax,ham
0,e msg na portiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav e name ltgt janarig ivat kalisidar next saturday olag ondu god news keluviri maretar ind doda problum nali siguviri idu matra ltgt true dont neglet,ham
0,hi darlin i finish at do u pick me up or met me text back on thi number luv kate x,ham
0,set place heart mind mind easili forget heart alway rememb wish hapi valentin day,ham
0,but im surpris stil gue right lor,ham
0,oki ì wan met bishan co bishan now im drive today,ham
0,oh ho is first time u use type word,ham
0,hi darlin how wa work did u get into troubl ijust talk to your mum al morn i had a reali god time last night im goin out son but cal me if u can,ham
0,i know serv i mean now,ham
0,huh hyde park mel ah op got confus anyway ts e best choic den juz take it,ham
0,oh gei that hapend tron mayb il dl d,ham
1,fre mesag activ fre text mesag repli mesag word fre for term condit visit,spam
0,i know girl alway safe selfish know got pa thank you god night,ham
0,no wori hope photo shot went wel spife fun workag,ham
0,im freze crave ice fml,ham
0,kay sinc alreadi,ham
0,eh sori leh i din c ur msg not sad alreadi lar me watch tv now u stil ofic,ham
0,yo im right yo work,ham
0,ok darlin supos ok wori muchi film stuf mate babysit again but cal therex,ham
0,she said u mind i go bedrom minut ok i sed sexi mod she came minut latr wid caken my wife,ham
0,i wake sinc i check stuf saw true avail space pl cal embasi send mail them,ham
0,nope juz work,ham
0,huh fast dat mean u havent finish paint,ham
0,number u live at is,ham
0,no put parti day wek studi lightli i think ned draw custom checkbox know were hardcor,ham
0,sac score big hundredh set batsman,ham
0,send yeti number pl,ham
0,how much cost aprox per month,ham
0,ok the theori test ì go bok i think may coz thought wana go jiayin but isnt fre,ham
1,you contact date servic someon know to find is cal land line poboxwtgp,spam
0,that fine give cal know want question,ham
0,sori got late start were way,ham
0,then u go back urself lor,ham
0,i am at the ga station go there,ham
0,k u bore come home,ham
0,babe i love you cover face kise,ham
0,like i made throw smoke friend car one time awesom,ham
0,stil check da,ham
0,you go walmart il stay,ham
0,i forgoten you might coupl buck send tomorow k i love ya,ham
0,oh great il disturb talk,ham
0,revers cheat that mathemat,ham
0,ure welcom caught u use broken english again,ham
0,no problem babi is god time talk i cale left mesag,ham
0,sori il cal late,ham
0,oh it which brand,ham
0,sori cant take cal right now it hapen r waxsto wat want she come il get medic insur and shel abl deliv basic care im curent shope right medic insur her so give til friday morn that il se major person guid right insur,ham
0,at time come,ham
0,cal say come today ok tel fol like ok,ham
0,i email yifeng part oredi can ì get fr him,ham
0,r u sure theyl understand that wine god idea slurp,ham
0,minimum walk mile day,ham
0,ok problem get taxi c ing tomorow tuesday on tuesday think r go cinema,ham
0,brainl babi dold vehicl sariyag drive madok barola,ham
0,i run away frm u i walk slowli amp kil u care enough stop me,ham
1,sori i mise cal let talk time im,ham
0,pleas atend phone,ham
0,you hate me you cal didnt acept even singl cal mine or even mesag,ham
0,no mesag phone im hold,ham
0,can im fre,ham
0,yo trip got postpon stil stock up,ham
0,sori il cal late,ham
0,i wait cal sir,ham
0,hey do y repli pa,ham
0,hey elain today mete stil on,ham
0,sori ive gone place il tomorow reali sori,ham
0,most time let hug break tear,ham
0,tomorow go theatr so come wherev u cal me tel come tomorow,ham
0,and electr went fml,ham
0,lok like found someth smoke great job,ham
0,also andro ice etc etc,ham
0,,ham
0,god afternon love how today i hope god mayb interview i wake mi babe a pasion ki acro sea,ham
0,yup wun believ wat u reali neva c e msg sent shuhui,ham
0,how watch resiz,ham
0,dear uma cale,ham
0,just finish mise plenti,ham
1,complimentari star ibiza holiday å cash ned urgent colect now landlin lose out boxskwppm,spam
0,wel i meant opos drunken night,ham
0,k must bok huh go yoga basic sunday,ham
1,fre msgwe bile mobil number mistak shortcod pleas cal charg refundedthi cal fre bt landlin,spam
0,ok can,ham
0,op mum somerset bit far back tomo se son x,ham
0,so u workin overtim nigpun,ham
0,same kali dismisi nd test,ham
0,o gue got screwd,ham
1,pleas cal imedi urgent mesag wait,spam
0,im mete cal late,ham
0,what r u coke diner,ham
0,ok thanx,ham
0,bul your plan go float ikea without care world so live me anoth day,ham
0,then buy,ham
1,urgent your mobil number award å bonu caler prize cal land line valid hr,spam
0,hehe funi tho,ham
0,it simpl arithmet percentag,ham
0,yeah leav hour least how sound,ham
1,as valu custom i pleas advis folow recent review mob no award å bonu prize cal,spam
0,thank honey have great day,ham
0,an amaz quot sometim life dificult decid what wrong lie bring smile truth bring tear,ham
0,god night dear slepwelamptak care,ham
0,then ì ask dad pick ì lar ìï wan stay meh,ham
0,ju chilaxin,ham
0,hey da col iknow al welda peril of studentfinanci crisispk u lr,ham
0,beauti truth graviti read carefuli our heart fel light someon it but fel heavi someon leav it godmorn,ham
1,do want new nokia i colour phone deliveredtomorow with fre minut mobil fre text fre camcord repli cal,spam
0,what come hil is monster hope great day thing r go fine here busi though,ham
0,joy father john then john joy father if u an th hav ltgt iq ti ia question tri answer,ham
0,onli il obey your,ham
0,no didnt i search onlin let know,ham
0,where ned go get it,ham
0,no pic pleas resend,ham
0,he remain bro amongst bro,ham
0,uhrm isnt tb test bad your sick,ham
0,but haf enuf space got like mb,ham
1,life never much fun great came in you made truli special me i forget you enjoy one gbpsm,ham
1,do want new video phone anytim network min inclus video cal and download per wek fre deltomorow cal repli now,spam
1,as valu custom i pleas advis folow recent review mob no award å bonu prize cal,spam
1,welcom pleas repli age gender begin eg m,ham
1,fremsg month unlimit fre cal activ smartcal txt cal no subscriptngbpwk unlimit cal help stoptxt stop landlineonli,spam
1,had mobil mth updat late orang cameravideo phone fre save å s fre textswekend cal text ye calback orno opt,spam
1,am new club dont fink met yet wil b gr c u pleas leav msg day wiv ur area repli promis carli x calså minmobsmor lkpoboxhpfl,ham
0,true it easy here,ham
0,sure sinc parent work tuesday i reali ned cover stori,ham
0,haha okay today wekend leh,ham
0,hi darlin youphon me im athom youwana chat,ham
0,i know jack shit anyth id sayask someth help want pretend i text whatev respons hypotheticalhuagauahahuagahyuhaga,ham
0,youv alway braini one,ham
0,yeah get random dude ned chang info shet parti ltgt never studi safe,ham
1,camera you award sipix digit camera cal from landlin deliveri within day,spam
0,christma an ocas celebr reflect ur valu desir afectionsamp tradit have ideal christma,ham
0,send grete joy hapin do gr even,ham
0,hi darlin cantdo anythingtomorow mypar aretak outfor meal u fre katex,ham
0,if india win level seri mean record,ham
0,then plan,ham
0,it god hear,ham
0,awesom i deal gate charl told last night but uh yeah,ham
0,what time thinkin goin,ham
1,get fre mobil video player fre movi to colect text go it fre extra film order ts cs apli yr,spam
1,save money wede lingeri chose superb select nation deliveri brought wedingfriend,ham
0,your board work fine the isu overh also reslov but stil softwar inst pend i come around o clock,ham
0,ye i care caus i know there,ham
0,wiskey brandi rum gin ber vodka scotch shampain wine kudiyarasu dhina vazhthuk,ham
0,mon oki lor haha best cheap n gd fod la ex oso oki depend whether wana eat western chines fod den u prefer,ham
0,site ard noth lor u leh busi w work,ham
0,it ltgt k oh should send home sale,ham
0,sori mail,ham
0,ya tele abt tht incid,ham
0,ye outsid like hour and i cale whole famili wake caus start,ham
0,ugh got outa cla,ham
0,nowaday peopl notixiqu laxinorf oportun bambl entrop have ever oblising opt ur bok masteriast amplikat fidalf it champlaxig think atroci wotz ur opinion juna,ham
0,i dont file bagi work cale mei l tel find anyth rom,ham
0,no ned lar ju test e phone card duno network gd thk me wait si finish bath bath dun disturb u liao u clean ur rom,ham
0,ok il right late,ham
0,friendship poem dear o dear u r not near but i can hear dont get fear live with cher no more tear u r alway dear gud ni,ham
0,have lunch come quickli open dor,ham
1,not heard u while cal night knicker on make beg like u last time x luv nikiyunet,ham
0,i back bit long co acid a had divert via wadebridgei briliant wekend thank speak son lot love,ham
0,k i yan jiu liao sat go bugi vil one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,ham
1,blomberg mesag center whi wait apli futur blombergcom,ham
0,seke ladi stret freak shet is you,ham
0,my phone,ham
0,haha figur wel i found piec priscila bowl,ham
0,actuali fuck that whatev find excus tampa point januari though,ham
1,urgent we tri contact u today draw show å prize guarant cal land line claim m validhr,spam
0,yay finali lol mise cinema trip last wek,ham
0,al day work dayexcept saturday sunday,ham
0,athiwher dear,ham
0,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd so alwi be in touch god night amp swet dream,ham
0,i think i û m wait bu inform get there ever get there,ham
0,you gete back time son,ham
0,how thing just quick question,ham
0,night end anoth day morn come special way may smile like suni ray leav wori blue blue bay gud mrng,ham
0,i probabl come by everybodi done around ltgt right,ham
0,i got new year co yetund said want surpris didnt se money return mid januari ltgt day return period end,ham
0,i ask around there lot term mid,ham
0,be sure check yaho email we sent photo yesterday,ham
0,what loke for,ham
0,where boytoy,ham
1,do want new video phone anytim network min text five pound per wek cal repli deliveri tomorow,spam
0,helo love how goe day i wish wel fine babe hope find job prospect i mi you boytoy a teas ki,ham
0,tel bad charact u dnt lik me il tri chang ltgt i ad tat new year resolut wait ur replyb frankgod morn,ham
0,noi got rumour go buy apart chenai,ham
0,yeah probabl early,ham
0,chang window logof sound,ham
0,stil check da,ham
0,im also came rom,ham
0,huh got leson lei n thinkin go sch early n tot parkin kent vale,ham
0,ok,ham
0,i reach ofic around ltdecimalgt amp mobil problem you cant get voic so cal asa il fre,ham
0,col text head,ham
1,you contact date servic someon know to find is cal land line poboxwtgp,spam
1,wan win metgret westlif u m they curent tour unbreak untam unkempt text cost p std text,spam
0,hapi birthday may u find ur princ charm son n dun work hard,ham
0,oh grand bit parti mention cover charg probabl first come first serv,ham
0,you said went back bed cant slep anyth,ham
0,i hope arnt pise id would reali like se tomorow love x,ham
1,dorothykiefercom bank granit isu strongbuy explos pick for our member up over nasdaq symbol cdgt that per,ham
0,say ltgt year old man money im last ltgt stil wait check,ham
0,i come ur home,ham
0,fre day finish mon n thur,ham
0,wil fod,ham
0,life ale monepolum oru pole alalo,ham
0,nite,ham
0,two fundament col life walk,ham
0,camera quit god mega pixel optic digit dom have love holiday safe hope hav god journey hapi new year both se coupl wek,ham
0,hi peteynoiåõm ok want chat coz avent spoken u long timehop ur doin alritehav god nit js love ya amx,ham
0,i saw ron burgundi captain parti boat yeah,ham
0,im seriou you money base,ham
0,alreadi one guy love you,ham
0,staf placement train amrita coleg,ham
0,i alway chat you in fact ned money rais me,ham
0,im job profil sem like bpo,ham
0,wel i give co said didn û t one nighter i persev found one cheap apologis advanc it somewher slep isnt it,ham
0,so think actuali talk him not cal bo morn i went place last year told could go get car fix cheap he kept tele today much hope would come back in alway regret gete number etc,ham
0,are wile go ap cla,ham
0,hang brother famili,ham
0,no reach onli she tele there i dont know,ham
0,hey go quit son xuhui work til end month,ham
0,im sori bout last nite wasnåõt ur fault me spous pmt sumthin u give me i think u shldx,ham
0,tri neva mate,ham
0,yeah thatd preti much best case scenario,ham
0,i fre today haf pick parent tonit,ham
0,hey babe far spunout spk at da mo dead da wrld ben slepe on da sofa al day,ham
0,should send naughti pix,ham
1,you å winer guarant caler prize final atempt contact you to claim cal now pmpoboxbhambx,spam
1,xma new year eve ticket sale club day am til pm thur fri sat night wek theyr sele fast,ham
0,tyler gete th leav long get like hour,ham
0,prepar pound everi night,ham
0,actuali mobil ful msg and work onlin ned send ltgt sent msg wil explain u late,ham
0,sori il cal late,ham
0,god even how you,ham
0,im home pleas cal,ham
0,oic co n si got lunch today dad went out so duno whether eat sch wat,ham
0,m it so god wake word morn love m fuck i love to lion devour ki acro sea,ham
0,we pleas inform aplic airtel broadband proces sucesfuli your instal hapen within day,ham
0,what hapen dear whi silent i tens,ham
0,il get unl guy want come time soner,ham
0,if cough noth,ham
0,ìï come lt n pa lar,ham
0,im e person who e sm survey,ham
0,lol ok il tri send be warn sprint dead slow youl proli get tomorow,ham
0,thank you met monday,ham
0,so is th gower mate which is where i am how r u man al is god in wale il b back åômorow c u thi wk who wa the msg åð random,ham
